FullyPaid, IntRate ,Installment,logannual.inc,FICO,RevBal,Purpose,,
Yes, 0.16 ,565.27,12.14950229,662,31742,debt_consolidation,,
Yes, 0.12 ,432.9,11.15625052,717,8535,educational,,
Yes, 0.13 ,585.67,10.69194491,717,20010,debt_consolidation,,
Yes, 0.09 ,349.49,10.30949651,742,14304,debt_consolidation,,
Yes, 0.13 ,84.51,10.54534144,692,3777,debt_consolidation,,
Yes, 0.09 ,221.28,10.6454249,737,1211,debt_consolidation,,
Yes, 0.11 ,82.01,10.1266311,707,7090,all_other,,
No, 0.08 ,280.97,10.42263843,782,8880,debt_consolidation,,
Yes, 0.12 ,186.48,9.392661929,727,843,all_other,,
No, 0.15 ,173.23,10.77895629,692,9138,debt_consolidation,,
Yes, 0.13 ,270.41,10.46310334,682,7844,debt_consolidation,,
Yes, 0.09 ,190.63,10.6454249,722,4836,credit_card,,
Yes, 0.12 ,266.4,10.71441777,747,150,major_purchase,,
Yes, 0.16 ,682.06,11.77528973,672,8907,debt_consolidation,,
Yes, 0.12 ,666,11.00209984,727,38980,debt_consolidation,,
Yes, 0.15 ,866.16,11.51292546,702,30438,debt_consolidation,,
No, 0.16 ,847.9,11.91839057,717,3539,small_business,,
Yes, 0.09 ,316.11,10.54534144,752,9527,debt_consolidation,,
Yes, 0.11 ,263.75,11.03488966,722,17559,credit_card,,
Yes, 0.11 ,492.06,10.82972862,757,22458,debt_consolidation,,
Yes, 0.11 ,328.04,11.00209984,732,12581,debt_consolidation,,
Yes, 0.09 ,222.41,11.69524702,727,7124,all_other,,
No, 0.14 ,102.42,11.04292184,667,900,major_purchase,,
Yes, 0.16 ,874.66,11.73606902,762,2668,small_business,,
Yes, 0.13 ,602.4,11.35040654,727,59861,debt_consolidation,,
Yes, 0.08 ,140.49,11.1927202,757,20362,home_improvement,,
Yes, 0.13 ,840.83,11.33857208,712,29535,debt_consolidation,,
Yes, 0.08 ,202.93,10.30895266,752,4301,credit_card,,
Yes, 0.17 ,532.53,11.22524339,697,25417,small_business,,
Yes, 0.16 ,229.64,11.08214255,672,7453,debt_consolidation,,
Yes, 0.13 ,540.81,11.29836745,707,15171,credit_card,,
Yes, 0.09 ,476.58,10.04498711,772,8264,debt_consolidation,,
Yes, 0.07 ,155.3,10.81977828,792,4432,all_other,,
Yes, 0.15 ,696.31,11.69524702,682,20249,debt_consolidation,,
Yes, 0.13 ,676.02,11.08980542,707,15389,debt_consolidation,,
Yes, 0.09 ,95.32,12.07254125,722,72814,all_other,,
Yes, 0.12 ,497.01,11.00209984,732,5011,debt_consolidation,,
Yes, 0.08 ,168.59,10.42228135,747,2534,all_other,,
Yes, 0.11 ,79.13,10.40411131,717,3992,major_purchase,,
Yes, 0.08 ,124.88,11.26446411,792,168,major_purchase,,
Yes, 0.13 ,40.16,9.655026193,707,7826,all_other,,
Yes, 0.07 ,62.12,10.91508846,767,2796,major_purchase,,
Yes, 0.16 ,773.47,11.9511804,697,72951,credit_card,,
Yes, 0.12 ,546.71,10.96337634,727,24351,debt_consolidation,,
Yes, 0.13 ,403.6,11.00209984,692,12558,debt_consolidation,,
Yes, 0.11 ,492.06,11.98292909,772,6065,home_improvement,,
Yes, 0.09 ,278.17,11.10495723,767,12657,debt_consolidation,,
Yes, 0.08 ,312.19,11.12726298,802,6077,home_improvement,,
Yes, 0.11 ,428.59,11.51292546,732,27294,credit_card,,
Yes, 0.16 ,419.84,12.15477935,672,33266,debt_consolidation,,
Yes, 0.14 ,326.1,10.24281286,682,3288,major_purchase,,
Yes, 0.11 ,183.7,11.15625052,722,436,all_other,,
Yes, 0.14 ,153.62,10.30895266,672,1355,all_other,,
Yes, 0.09 ,193.62,11.02451344,747,6775,debt_consolidation,,
Yes, 0.09 ,349.49,10.82774645,762,8694,credit_card,,
No, 0.13 ,302.52,10.57131693,682,18610,credit_card,,
Yes, 0.13 ,504.5,11.52698615,702,18213,debt_consolidation,,
Yes, 0.13 ,403.6,11.1188453,697,14079,credit_card,,
Yes, 0.17 ,142.01,9.574983486,662,0,debt_consolidation,,
Yes, 0.11 ,426.45,11.77528973,747,35398,home_improvement,,
No, 0.14 ,339.69,10.91508846,682,16121,debt_consolidation,,
Yes, 0.12 ,497.01,11.08214255,722,9941,credit_card,,
Yes, 0.16 ,279.89,10.75149944,662,11310,debt_consolidation,,
No, 0.12 ,265.08,10.81154448,707,2843,debt_consolidation,,
Yes, 0.12 ,258.45,11.35927299,757,3811,educational,,
No, 0.13 ,210.21,10.27505111,692,12082,debt_consolidation,,
Yes, 0.13 ,270.41,10.26813067,697,7054,debt_consolidation,,
Yes, 0.08 ,46.83,11.15008872,737,1991,all_other,,
Yes, 0.14 ,240.15,11.08214255,672,6227,debt_consolidation,,
Yes, 0.12 ,198.81,11.45924237,707,1839,all_other,,
Yes, 0.09 ,252.89,10.75790288,752,10887,all_other,,
No, 0.17 ,275.14,10.16585182,697,10634,small_business,,
Yes, 0.13 ,334.67,9.980448594,727,2638,all_other,,
Yes, 0.15 ,467.71,11.46813728,692,21881,debt_consolidation,,
No, 0.09 ,47.66,10.59663473,712,193,all_other,,
Yes, 0.13 ,811.56,11.8493977,722,60713,debt_consolidation,,
Yes, 0.13 ,285.89,10.61043901,687,3934,debt_consolidation,,
Yes, 0.09 ,406.68,10.4341158,817,306,debt_consolidation,,
Yes, 0.13 ,133.87,10.55581274,707,3122,all_other,,
Yes, 0.12 ,283.05,10.79957558,707,7679,credit_card,,
Yes, 0.11 ,328.04,11.8493977,742,17930,all_other,,
Yes, 0.11 ,131.22,11.05089001,717,2787,all_other,,
No, 0.16 ,482.25,10.40426284,702,11209,small_business,,
Yes, 0.14 ,512.06,11.53329656,682,8785,home_improvement,,
Yes, 0.09 ,95.32,10.6454249,717,6349,debt_consolidation,,
Yes, 0.09 ,127.09,10.49127422,762,3969,debt_consolidation,,
Yes, 0.13 ,67.27,10.54534144,677,2360,all_other,,
Yes, 0.13 ,676.02,11.48612964,707,27879,debt_consolidation,,
Yes, 0.15 ,517.13,11.95761129,682,6618,home_improvement,,
Yes, 0.09 ,190.63,11.34568955,737,0,credit_card,,
Yes, 0.08 ,312.19,11.35040654,777,2994,debt_consolidation,,
Yes, 0.13 ,338.01,10.59663473,692,9538,debt_consolidation,,
Yes, 0.12 ,828.35,11.88446833,777,311,home_improvement,,
Yes, 0.09 ,316.11,11.49799455,757,37334,credit_card,,
Yes, 0.12 ,199.8,10.96819829,727,4563,debt_consolidation,,
No, 0.18 ,612.36,11.07906088,687,20429,small_business,,
Yes, 0.14 ,119.48,10.30895266,692,3162,all_other,,
Yes, 0.09 ,444.81,11.76107378,757,5615,all_other,,
Yes, 0.15 ,861.88,11.53718872,707,25478,credit_card,,
No, 0.11 ,296.72,10.37349118,747,16021,debt_consolidation,,
Yes, 0.09 ,158.06,10.99406767,742,6673,all_other,,
Yes, 0.15 ,188.01,9.798127037,677,3600,debt_consolidation,,
Yes, 0.12 ,832.5,13.47019937,747,24361,debt_consolidation,,
Yes, 0.13 ,168.17,10.42228135,702,11154,debt_consolidation,,
Yes, 0.07 ,62.12,10.69194491,787,706,home_improvement,,
Yes, 0.08 ,124.88,10.25765937,767,611,major_purchase,,
No, 0.09 ,190.63,10.81977828,737,55,home_improvement,,
Yes, 0.08 ,206.45,11.1844214,732,11589,credit_card,,
Yes, 0.15 ,217.6,10.1266311,712,1988,debt_consolidation,,
Yes, 0.09 ,158.06,11.00209984,772,2930,all_other,,
Yes, 0.14 ,475.56,10.77895629,702,11284,debt_consolidation,,
Yes, 0.11 ,824.22,11.28978191,777,30928,debt_consolidation,,
Yes, 0.13 ,201.8,10.59663473,697,3733,debt_consolidation,,
Yes, 0.09 ,305.01,10.87804719,742,9571,debt_consolidation,,
Yes, 0.09 ,252.89,10.54534144,812,255,all_other,,
Yes, 0.09 ,317.72,11.08214255,742,37471,home_improvement,,
Yes, 0.15 ,413.58,11.72803684,672,30232,credit_card,,
No, 0.14 ,827.82,11.77528973,757,6834,home_improvement,,
Yes, 0.09 ,317.72,11.0744205,742,14880,all_other,,
Yes, 0.13 ,267.74,11.05089001,697,4676,all_other,,
Yes, 0.12 ,479.52,10.23995979,787,0,debt_consolidation,,
Yes, 0.11 ,295.24,10.89673933,732,19109,debt_consolidation,,
Yes, 0.09 ,133.45,11.40756495,727,15366,home_improvement,,
Yes, 0.09 ,285.95,10.69194491,747,4051,all_other,,
Yes, 0.14 ,171.53,11.60823564,667,54165,all_other,,
No, 0.13 ,169.01,11.60823564,692,53761,home_improvement,,
Yes, 0.14 ,222.99,9.980448594,707,1855,all_other,,
Yes, 0.09 ,317.72,10.87804719,737,3706,major_purchase,,
Yes, 0.13 ,253.51,11.5228758,687,33465,debt_consolidation,,
Yes, 0.11 ,32.81,9.169518377,747,486,debt_consolidation,,
Yes, 0.11 ,501.13,10.77895629,757,6212,debt_consolidation,,
Yes, 0.09 ,316.11,10.95960979,757,20627,debt_consolidation,,
Yes, 0.15 ,259.84,10.13459927,687,5385,debt_consolidation,,
Yes, 0.14 ,411.67,10.3859137,692,5917,all_other,,
Yes, 0.18 ,144.09,10.71441777,667,3082,debt_consolidation,,
Yes, 0.09 ,540.12,11.69524702,777,63646,all_other,,
Yes, 0.12 ,807.53,11.57988293,742,81940,debt_consolidation,,
Yes, 0.11 ,278.83,10.25765937,727,9193,debt_consolidation,,
Yes, 0.15 ,866.13,11.43171541,772,3910,small_business,,
Yes, 0.09 ,324.07,10.91508846,737,13041,debt_consolidation,,
Yes, 0.11 ,472.38,12.20607265,737,29411,credit_card,,
Yes, 0.15 ,678.9,11.40756495,792,34039,small_business,,
Yes, 0.08 ,109.27,11.08214255,742,2087,debt_consolidation,,
Yes, 0.14 ,136.55,10.71441777,672,4007,debt_consolidation,,
No, 0.11 ,367.4,10.46310334,732,10631,debt_consolidation,,
Yes, 0.13 ,240.96,10.62132735,722,8250,all_other,,
Yes, 0.12 ,397.61,10.71441777,737,9078,credit_card,,
Yes, 0.12 ,99.41,10.96819829,697,13660,credit_card,,
Yes, 0.13 ,585.67,10.52492389,722,15859,credit_card,,
Yes, 0.11 ,196.83,10.59663473,717,4136,credit_card,,
No, 0.17 ,532.53,11.00584283,742,4949,small_business,,
No, 0.09 ,103.26,10.71441777,747,4708,all_other,,
No, 0.12 ,199.8,10.08580911,747,3380,debt_consolidation,,
Yes, 0.14 ,818.5,10.66895539,722,12606,debt_consolidation,,
Yes, 0.08 ,93.66,10.08580911,742,20594,all_other,,
Yes, 0.11 ,393.65,11.42954386,752,25245,home_improvement,,
Yes, 0.14 ,305.72,10.41331268,682,3279,debt_consolidation,,
Yes, 0.14 ,102.92,9.729134165,672,1772,all_other,,
No, 0.17 ,168.64,10.34817337,687,14940,small_business,,
Yes, 0.09 ,305.01,11.22524339,742,11361,home_improvement,,
Yes, 0.15 ,348.16,10.42821608,667,8556,debt_consolidation,,
Yes, 0.09 ,476.58,11.53272809,797,19412,credit_card,,
No, 0.14 ,483.72,10.858999,722,42613,credit_card,,
Yes, 0.09 ,158.86,10.34174248,727,1877,debt_consolidation,,
Yes, 0.14 ,274.45,11.15625052,672,7862,credit_card,,
Yes, 0.09 ,173.86,10.91508846,742,11484,debt_consolidation,,
Yes, 0.13 ,676.02,10.81977828,712,22576,debt_consolidation,,
Yes, 0.12 ,666,11.01862914,727,28404,debt_consolidation,,
Yes, 0.13 ,282.52,11.75194237,687,26040,home_improvement,,
Yes, 0.13 ,502,11.02026715,712,8109,all_other,,
Yes, 0.14 ,441.6,10.42821608,692,24127,debt_consolidation,,
Yes, 0.15 ,389.94,10.66914142,667,10677,major_purchase,,
Yes, 0.13 ,540.81,11.11266399,702,13264,debt_consolidation,,
Yes, 0.13 ,331.25,10.98189713,687,9972,major_purchase,,
Yes, 0.11 ,280.24,9.862665558,717,3317,educational,,
Yes, 0.09 ,221.28,11.51292546,737,73196,debt_consolidation,,
Yes, 0.15 ,334.23,10.83958091,662,3125,debt_consolidation,,
Yes, 0.07 ,124.24,10.49127422,777,2063,major_purchase,,
Yes, 0.15 ,86.19,11.08214132,662,4763,credit_card,,
No, 0.15 ,557.05,11.15625052,677,11725,debt_consolidation,,
Yes, 0.09 ,221.28,10.91508846,757,4360,major_purchase,,
Yes, 0.16 ,699.73,10.95954023,682,8436,debt_consolidation,,
Yes, 0.14 ,205.84,11.21946674,667,3407,debt_consolidation,,
Yes, 0.16 ,506.27,11.31938926,662,35174,debt_consolidation,,
Yes, 0.19 ,184.49,11.69524702,707,2379,small_business,,
Yes, 0.11 ,329.69,10.74194646,717,8368,debt_consolidation,,
Yes, 0.13 ,502,10.46310334,707,11197,debt_consolidation,,
Yes, 0.09 ,94.84,11.25480219,727,16116,all_other,,
Yes, 0.14 ,477.92,11.21182037,682,14200,debt_consolidation,,
Yes, 0.11 ,395.63,11.69524702,772,1957,all_other,,
Yes, 0.12 ,176.49,11.01224817,697,13313,debt_consolidation,,
Yes, 0.19 ,803.99,10.55581274,662,12863,all_other,,
Yes, 0.14 ,754.73,11.00209984,702,35236,debt_consolidation,,
Yes, 0.12 ,157.39,10.49127422,702,28450,debt_consolidation,,
Yes, 0.12 ,331.34,10.7623822,792,444,all_other,,
Yes, 0.13 ,381.52,10.95080655,702,18252,debt_consolidation,,
Yes, 0.13 ,811.56,12.32385568,727,121563,home_improvement,,
Yes, 0.13 ,50.45,11.00209984,677,1506,all_other,,
Yes, 0.12 ,99.41,11.32659589,697,17900,credit_card,,
Yes, 0.13 ,585.67,11.21182037,727,13042,home_improvement,,
Yes, 0.15 ,242.52,11.26446411,667,54727,credit_card,,
Yes, 0.07 ,46.59,10.54534144,747,1125,debt_consolidation,,
Yes, 0.07 ,93.18,10.1266311,752,446,major_purchase,,
Yes, 0.12 ,497.01,10.6454249,727,10894,credit_card,,
Yes, 0.13 ,252.25,10.6454249,687,8091,debt_consolidation,,
Yes, 0.11 ,197.82,10.46310334,717,6433,debt_consolidation,,
Yes, 0.09 ,237.08,11.08214255,767,5720,major_purchase,,
Yes, 0.19 ,913.63,11.46163217,667,15109,debt_consolidation,,
Yes, 0.13 ,93.71,10.77895629,682,30423,credit_card,,
Yes, 0.11 ,791.25,11.51292546,792,23092,debt_consolidation,,
Yes, 0.11 ,329.69,10.70987413,727,16077,all_other,,
Yes, 0.15 ,291.02,10.39690249,667,9713,debt_consolidation,,
Yes, 0.14 ,751.02,11.22524339,707,13236,credit_card,,
Yes, 0.11 ,164.02,10.08580911,717,1124,all_other,,
Yes, 0.09 ,189.67,11.28978191,742,3676,debt_consolidation,,
Yes, 0.12 ,807.53,11.00209984,742,100842,debt_consolidation,,
Yes, 0.13 ,336.34,10.79949394,697,22259,all_other,,
Yes, 0.14 ,101.91,11.15625052,672,3275,debt_consolidation,,
Yes, 0.10 ,442.06,10.73116563,727,22837,debt_consolidation,,
Yes, 0.10 ,518.16,11.1844214,752,3252,credit_card,,
Yes, 0.11 ,695.63,10.75900865,722,26636,debt_consolidation,,
Yes, 0.11 ,518.3,11.51292546,747,29860,debt_consolidation,,
Yes, 0.12 ,803.5,12.03171926,762,55622,debt_consolidation,,
Yes, 0.09 ,444.81,11.69524702,762,60767,debt_consolidation,,
No, 0.13 ,403.6,10.37349118,737,7370,debt_consolidation,,
Yes, 0.18 ,253.37,10.62132735,692,8959,all_other,,
No, 0.13 ,167.34,10.52674861,707,0,debt_consolidation,,
Yes, 0.09 ,317.72,13.54370183,752,10490,debt_consolidation,,
Yes, 0.13 ,836.66,11.60827201,732,33383,all_other,,
No, 0.09 ,190.63,11.56171563,727,10465,all_other,,
Yes, 0.07 ,77.65,10.1266311,762,11873,all_other,,
Yes, 0.14 ,339.69,11.01862914,687,10046,debt_consolidation,,
Yes, 0.08 ,202.93,11.1927202,757,10257,all_other,,
Yes, 0.12 ,599.4,11.44035477,722,28960,credit_card,,
Yes, 0.16 ,878.94,11.56171563,732,33107,debt_consolidation,,
Yes, 0.17 ,710.03,11.47210347,672,14977,debt_consolidation,,
Yes, 0.12 ,662.68,11.49272276,737,41347,debt_consolidation,,
Yes, 0.08 ,152.98,11.22524339,767,10788,all_other,,
No, 0.12 ,662.68,11.23848862,737,2261,debt_consolidation,,
Yes, 0.12 ,666,10.92665765,727,38043,credit_card,,
Yes, 0.09 ,127.09,10.79957558,722,4692,credit_card,,
Yes, 0.09 ,317.72,10.90646961,737,6525,credit_card,,
Yes, 0.14 ,221.89,10.08580911,672,7893,debt_consolidation,,
Yes, 0.12 ,248.51,11.22524339,707,8652,debt_consolidation,,
Yes, 0.13 ,401.6,11.15625052,702,25498,credit_card,,
Yes, 0.11 ,181.33,9.574983486,707,5282,all_other,,
Yes, 0.14 ,50.96,11.00209984,667,19112,all_other,,
No, 0.12 ,807.53,10.90738615,737,28559,debt_consolidation,,
Yes, 0.12 ,832.5,11.6784399,757,10227,debt_consolidation,,
Yes, 0.16 ,309.13,11.15625052,662,7427,all_other,,
Yes, 0.11 ,246.03,10.7243681,762,6126,debt_consolidation,,
Yes, 0.09 ,254.18,11.46163217,742,21275,home_improvement,,
Yes, 0.07 ,155.3,10.69194491,777,37803,debt_consolidation,,
Yes, 0.11 ,164.02,11.16336799,742,5238,credit_card,,
Yes, 0.12 ,233.1,10.83958091,702,15239,credit_card,,
Yes, 0.11 ,295.24,10.59663473,732,9305,debt_consolidation,,
Yes, 0.12 ,133.2,11.10375349,697,20908,major_purchase,,
Yes, 0.14 ,713.34,11.87756858,707,25547,credit_card,,
Yes, 0.11 ,239.47,10.19351188,717,6528,debt_consolidation,,
No, 0.12 ,765.9,11.26446411,742,26552,credit_card,,
No, 0.18 ,734.83,10.95080655,667,1820,all_other,,
Yes, 0.09 ,189.67,10.77895629,757,119,credit_card,,
Yes, 0.11 ,524.86,11.2835123,747,14914,debt_consolidation,,
Yes, 0.15 ,696.31,11.46163217,697,11219,debt_consolidation,,
Yes, 0.11 ,656.07,11.22524339,777,1126,all_other,,
Yes, 0.12 ,149.11,10.09823163,792,117,all_other,,
Yes, 0.08 ,199.8,10.46310334,752,7994,debt_consolidation,,
Yes, 0.09 ,316.11,10.51867319,757,15889,credit_card,,
Yes, 0.12 ,158.18,11.82815218,697,24235,debt_consolidation,,
Yes, 0.14 ,137.23,10.30895266,672,2816,debt_consolidation,,
No, 0.14 ,290.17,10.59663473,697,13013,debt_consolidation,,
Yes, 0.07 ,62.12,11.00209984,757,3370,all_other,,
Yes, 0.09 ,189.67,10.16585182,762,21,debt_consolidation,,
Yes, 0.13 ,836.66,11.33857208,732,25036,debt_consolidation,,
Yes, 0.16 ,534.4,10.57131693,667,21756,debt_consolidation,,
Yes, 0.13 ,608.42,11.31447453,702,4556,all_other,,
Yes, 0.13 ,251,10.91508846,697,6644,educational,,
Yes, 0.13 ,267.74,10.30768519,692,11664,debt_consolidation,,
Yes, 0.09 ,285.95,10.77895629,737,9348,all_other,,
Yes, 0.11 ,82.01,10.91508846,712,6252,credit_card,,
Yes, 0.13 ,669.33,12.04355372,717,3670,home_improvement,,
No, 0.14 ,81.93,10.18111929,732,6704,all_other,,
Yes, 0.13 ,236.61,11.39639165,687,19351,debt_consolidation,,
Yes, 0.13 ,336.34,10.46310334,717,5348,home_improvement,,
Yes, 0.14 ,101.91,11.51292546,677,4041,all_other,,
Yes, 0.15 ,835.57,11.19821472,682,15268,all_other,,
Yes, 0.13 ,118.31,11.12726298,707,20870,major_purchase,,
Yes, 0.09 ,316.11,10.91508846,752,10862,all_other,,
Yes, 0.16 ,139.95,9.472704636,667,894,all_other,,
Yes, 0.08 ,312.19,11.1844214,777,11381,all_other,,
Yes, 0.09 ,285.95,10.4341158,737,2354,all_other,,
No, 0.14 ,716.88,11.12726298,697,14533,all_other,,
Yes, 0.14 ,638.09,11.50992096,682,19780,credit_card,,
Yes, 0.09 ,174.75,10.89673933,727,5677,credit_card,,
Yes, 0.09 ,158.86,10.81977828,742,4676,educational,,
No, 0.13 ,169.01,10.6454249,717,14953,all_other,,
Yes, 0.13 ,66.94,11.00209984,687,3021,debt_consolidation,,
Yes, 0.12 ,66.6,10.81977828,692,7975,all_other,,
Yes, 0.13 ,338.01,10.81977828,692,7408,credit_card,,
No, 0.21 ,94.02,10.727663,662,2106,all_other,,
Yes, 0.16 ,69.98,11.22524339,667,0,home_improvement,,
Yes, 0.13 ,168.17,10.49127422,682,7790,all_other,,
Yes, 0.13 ,336.34,10.08580911,697,1303,all_other,,
Yes, 0.14 ,171.53,11.51292546,667,28370,educational,,
No, 0.12 ,198.81,11.00209984,717,15638,all_other,,
Yes, 0.14 ,411.67,10.16585182,682,9106,debt_consolidation,,
Yes, 0.12 ,666,11.30958454,727,30611,credit_card,,
Yes, 0.16 ,176.65,11.3222491,707,73241,credit_card,,
Yes, 0.15 ,870.39,11.28978191,797,3656,small_business,,
Yes, 0.09 ,158.86,11.43712375,732,83356,credit_card,,
Yes, 0.14 ,614.94,11.33857208,697,1887,all_other,,
Yes, 0.12 ,106.56,10.41232119,697,1568,all_other,,
No, 0.12 ,99.41,11.29476946,697,17829,all_other,,
No, 0.09 ,111.21,10.77895629,722,10659,all_other,,
Yes, 0.15 ,554.32,11.57119437,692,34896,debt_consolidation,,
Yes, 0.18 ,720.42,11.81303006,672,34863,debt_consolidation,,
Yes, 0.09 ,316.11,11.15625052,757,15315,credit_card,,
Yes, 0.13 ,243.37,11.00209984,682,23079,debt_consolidation,,
Yes, 0.12 ,333,10.54534144,712,8753,debt_consolidation,,
Yes, 0.13 ,242.16,11.00209984,687,1068,all_other,,
Yes, 0.14 ,341.37,11.1124479,707,19641,debt_consolidation,,
Yes, 0.13 ,669.33,11.00209984,747,6621,home_improvement,,
Yes, 0.13 ,168.17,10.6454249,682,2035,major_purchase,,
Yes, 0.09 ,389.21,10.37349118,752,15954,debt_consolidation,,
Yes, 0.14 ,256.03,10.46310334,682,13089,debt_consolidation,,
No, 0.12 ,83.25,10.69964248,687,14589,all_other,,
Yes, 0.12 ,832.5,11.2515607,742,44790,credit_card,,
Yes, 0.08 ,124.88,11.58988651,787,337,all_other,,
Yes, 0.13 ,324.49,11.51292546,692,4533,all_other,,
Yes, 0.21 ,755.69,11.24895992,672,500,small_business,,
Yes, 0.15 ,173.23,10.33516607,672,11886,debt_consolidation,,
Yes, 0.16 ,843.78,11.91839057,727,17161,small_business,,
Yes, 0.13 ,485.27,10.23995979,747,11423,debt_consolidation,,
Yes, 0.12 ,417.49,10.76320793,717,10682,debt_consolidation,,
Yes, 0.12 ,116.55,10.59663473,712,6381,all_other,,
Yes, 0.14 ,509.53,11.00209984,692,13030,credit_card,,
Yes, 0.12 ,198.81,11.23848862,707,7269,debt_consolidation,,
Yes, 0.14 ,137.23,10.54534144,667,2822,all_other,,
Yes, 0.11 ,329.12,11.77528973,702,10288,debt_consolidation,,
Yes, 0.19 ,557.24,10.91508846,717,491,small_business,,
Yes, 0.15 ,689.51,11.40756495,687,239,home_improvement,,
Yes, 0.12 ,399.6,11.00209984,707,17035,debt_consolidation,,
Yes, 0.12 ,256.79,9.952277717,707,11212,debt_consolidation,,
Yes, 0.09 ,381.26,10.93310697,767,4553,debt_consolidation,,
Yes, 0.12 ,397.61,11.48246626,717,5652,debt_consolidation,,
Yes, 0.15 ,348.16,10.30895266,667,9092,debt_consolidation,,
Yes, 0.09 ,381.26,10.76848499,782,6877,debt_consolidation,,
Yes, 0.09 ,47.66,10.858999,717,2504,major_purchase,,
Yes, 0.09 ,222.41,10.59663473,742,5416,debt_consolidation,,
Yes, 0.09 ,476.58,10.59663473,802,3823,major_purchase,,
Yes, 0.14 ,445.98,10.59663473,687,24119,all_other,,
Yes, 0.15 ,840.15,11.1124479,687,43703,debt_consolidation,,
Yes, 0.14 ,597.85,11.70354582,692,51344,debt_consolidation,,
Yes, 0.13 ,33.47,10.23995979,682,1697,all_other,,
Yes, 0.13 ,140.56,10.30895266,687,3368,all_other,,
Yes, 0.15 ,844.28,11.28978191,692,26324,debt_consolidation,,
Yes, 0.13 ,336.34,10.4341158,707,14096,debt_consolidation,,
No, 0.11 ,164.85,10.96819829,712,1885,debt_consolidation,,
Yes, 0.09 ,249.72,11.41861479,812,3950,credit_card,,
Yes, 0.08 ,187.32,11.57402056,762,7903,credit_card,,
Yes, 0.09 ,284.5,11.98292909,767,126088,debt_consolidation,,
Yes, 0.13 ,168.17,10.58446093,697,5066,debt_consolidation,,
Yes, 0.07 ,139.77,11.00209984,782,8432,all_other,,
Yes, 0.16 ,527.36,10.858999,667,16486,debt_consolidation,,
No, 0.13 ,608.42,10.77230925,732,4646,all_other,,
Yes, 0.11 ,197.82,11.08214255,712,21384,debt_consolidation,,
Yes, 0.12 ,803.5,11.53272809,767,5444,debt_consolidation,,
Yes, 0.18 ,288.17,10.59663473,667,1825,major_purchase,,
Yes, 0.09 ,127.09,9.92329018,722,1146,all_other,,
Yes, 0.14 ,528.31,11.69524702,682,27205,credit_card,,
Yes, 0.16 ,874.66,10.91508846,742,7783,small_business,,
Yes, 0.09 ,381.26,11.08214255,752,700,all_other,,
No, 0.16 ,227.41,10.49127422,662,4357,debt_consolidation,,
Yes, 0.11 ,105.5,11.60823564,722,20002,all_other,,
Yes, 0.13 ,524.68,10.62132735,707,15556,debt_consolidation,,
Yes, 0.09 ,158.86,10.62175555,767,4463,credit_card,,
Yes, 0.13 ,214.19,10.97678203,697,6917,all_other,,
Yes, 0.14 ,169.85,10.4778512,697,233,major_purchase,,
Yes, 0.14 ,407.63,11.49276357,712,440,debt_consolidation,,
Yes, 0.12 ,530.15,10.59663473,732,9082,all_other,,
Yes, 0.11 ,104.98,10.30895266,732,6383,debt_consolidation,,
Yes, 0.14 ,118.89,11.38509209,672,10977,major_purchase,,
Yes, 0.11 ,197.82,11.22524339,707,18103,credit_card,,
Yes, 0.13 ,84.09,10.44488118,687,7565,all_other,,
Yes, 0.12 ,139.17,9.287301413,747,0,all_other,,
Yes, 0.15 ,623.61,10.84349481,717,18632,debt_consolidation,,
Yes, 0.09 ,317.72,11.48246626,737,20574,debt_consolidation,,
Yes, 0.08 ,187.32,11.40756495,762,37397,debt_consolidation,,
Yes, 0.12 ,99.41,10.6454249,697,6297,debt_consolidation,,
No, 0.15 ,242.52,10.6873891,662,3294,debt_consolidation,,
